rank,tier,platform_id,name,company,website,categories,sector,country,deployment_footprint,source_type,abdm_certified,abdm_integrated_date,abdm_expiry,abdm_listings,security_audit_cert,govt_product_rating,score_market_importance,score_automation_potential,score_api_quality,score_ui_automation,score_fhir_readiness,score_security,score_integration_difficulty,score_maintenance_burden,score_strategic_importance,recommended_priority,confidence,last_verified,evidence,notes
347,P3,IN-tata-aia-life-insurance,TATA AIA Life Insurance,TATA AIA Life Insurance,https://www.tataaia.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-01-19,2024-08-31,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
348,P3,IN-tata-aig-general-insurance-co,TATA AIG General Insurance Co Ltd,TATA AIG General Insurance Co Ltd,https://www.tataaig.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-10-20,2024-10-31,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
349,P3,IN-universal-sompo-general-insurance-company,Universal Sompo General Insurance Company Ltd,Universal Sompo General Insurance Company Ltd,https://www.universalsompo.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-08-11,2024-08-31,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
350,P3,IN-zuno-general-insurance,Zuno General Insurance Limited,Zuno General Insurance Limited,https://www.hizuno.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-08-17,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
351,P3,IN-arupavi-health-technologies-pvt,Arupavi Health Technologies Pvt Ltd,Arupavi Health Technologies Pvt Ltd,https://www.chemistmitra.com,Pharmacy,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-06-27,,1,False,,2.8,6.7,5,8,8,5,4.8,3.4,3.5,3.5,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
352,P3,IN-csquare-info-solutions,CSQUARE INFO SOLUTIONS LTD,CSQUARE INFO SOLUTIONS LTD,https://www.csquare.in/,Pharmacy,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-05-27,,1,False,,2.8,6.7,5,8,8,5,4.8,3.4,3.5,3.5,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
353,P3,IN-davadost-pharma-pvt,Davadost Pharma PVT LTD,Davadost Pharma PVT LTD,https://dawaadost.com,Pharmacy,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-06-21,,1,False,,2.8,6.7,5,8,8,5,4.8,3.4,3.5,3.5,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
354,P3,IN-el-pharmacy,EL Pharmacy LLP,EL Pharmacy LLP,https://elpharmacy.in,Pharmacy,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-02-10,,1,False,,2.8,6.7,5,8,8,5,4.8,3.4,3.5,3.5,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
355,P3,IN-marg-erp,Marg ERP Limited,Marg ERP Limited,https://www.margcompusoft.com,Pharmacy,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-09-10,,1,False,,2.8,6.7,5,8,8,5,4.8,3.4,3.5,3.5,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
356,P3,IN-softworld-india-private,SOFTWORLD (INDIA) PRIVATE LIMITED,SOFTWORLD (INDIA) PRIVATE LIMITED,https://www.swindia.com/,Pharmacy,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-04-21,,1,False,,2.8,6.7,5,8,8,5,4.8,3.4,3.5,3.5,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
357,P3,IN-4p-healthcare-private,4P Healthcare Private Limited,4P Healthcare Private Limited,http://www.hellokidney.ai/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-02-20,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
358,P3,IN-achala-health-services-private,Achala Health Services Private Limited,Achala Health Services Private Limited,https://achalahealth.com,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-04-19,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
359,P3,IN-alafied-solutions-private,Alafied Solutions Private Limited,Alafied Solutions Private Limited,https://alacare.in/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-04-22,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
360,P3,IN-apex-kidney-care-pvt,Apex Kidney Care Pvt Ltd,Apex Kidney Care Pvt Ltd,http://www.apexkidneycare.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-12-06,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
361,P3,IN-artivatic-data-labs-pvt,Artivatic Data Labs Pvt Ltd,Artivatic Data Labs Pvt Ltd,https://artivatic.ai/,Health Tech|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-09-13,,2,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
362,P3,IN-athlex-innovations-pvt,Athlex Innovations Pvt. Ltd,Athlex Innovations Pvt. Ltd,https://www.athlexinc.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-12-20,2024-12-31,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
363,P3,IN-beh-private,BEH Private Limited,BEH Private Limited,https://www.swasthya.ai/,Health Locker|Health Tech|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-04-19,,2,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
364,P3,IN-belfricsbt-pvt,Belfricsbt Pvt Ltd,Belfricsbt Pvt Ltd,https://www.belrium.com/ ,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-12-09,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
365,P3,IN-caare-assisted-telemedicine,Caare Assisted Telemedicine,Caare Assisted Telemedicine,https://caare.in/,Health Tech,microsites,India,UNKNOWN,ABDM_REGISTRY,True,2022-12-06,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
366,P3,IN-central-india-associates,Central India Associates,Central India Associates,https://www.ci-eclinic.com,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-04-18,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
367,P3,IN-collateral-medical-pvt,Collateral Medical Pvt Ltd,Collateral Medical Pvt Ltd,https://www.colmed.in/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-05-18,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
368,P3,IN-curelink-private,Curelink Private Limited,Curelink Private Limited,https://cure.link/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-04-28,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
369,P3,IN-deeptek-medical-imaging-pvt,DeepTek Medical Imaging Pvt Ltd,DeepTek Medical Imaging Pvt Ltd,https://deeptek.ai/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-03-25,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
370,P3,IN-digisparsh-pvt,Digisparsh Pvt Limited,Digisparsh Pvt Limited,https://digisparsh.in/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-01-03,2024-12-31,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
371,P3,IN-doconline-health-india-pvt,DocOnline Health India Pvt. Ltd,DocOnline Health India Pvt. Ltd,https://doconline.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-21,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
372,P3,IN-docsymedsy-healthtech-private,Docsymedsy Healthtech Private Limited,Docsymedsy Healthtech Private Limited,https://thsindia.in,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-06-23,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
373,P3,IN-doxper,Doxper,Doxper,https://doxper.com/home/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-02-07,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
374,P3,IN-drome-services-private,Drome Services Private Limited,Drome Services Private Limited,https://drome.co.in/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-07-31,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
375,P3,IN-ev-software-solutions-pvt,EV Software Solutions PVT LTD,EV Software Solutions PVT LTD,https://evssolution.com/en/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-06-03,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
376,P3,IN-equal,Equal,Equal,https://www.equal.in,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-07-11,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
377,P3,IN-farmako,FARMAKO,FARMAKO,https://farmako.in/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-03-09,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
378,P3,IN-healon-technologies-private,HealOn Technologies Private Ltd,HealOn Technologies Private Ltd,https://healon.in,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-06-11,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
379,P3,IN-healspan,Healspan,Healspan,https://www.healspan.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-12-17,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
380,P3,IN-healthatm-india-private,HealthATM India Private Limited,HealthATM India Private Limited,https://yolohealth.in,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-09-10,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
381,P3,IN-hitachi-mgrm-net,Hitachi MGRM Net,Hitachi MGRM Net,http://www.hitachimgrmnet.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-08-16,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
382,P3,IN-india-health-link-pvt,India Health Link Pvt Ltd,India Health Link Pvt Ltd,https://indiahealthlink.com,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-09-26,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
383,P3,IN-jio-health-hub,Jio Health Hub,Jio Health Hub,https://get.jiohh.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-01-11,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
384,P3,IN-karkinos-healthcare-private,Karkinos Healthcare Private Limited,Karkinos Healthcare Private Limited,https://www.karkinos.in/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-05-12,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
385,P3,IN-kokoro-bharat-health-and-wellness-pvt,Kokoro Bharat Health and Wellness pvt ltd,Kokoro Bharat Health and Wellness pvt ltd,https://www.kokoro.plus/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-05-20,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
386,P3,IN-letsdoc-healthcare-technologies-pvt,LetsDoc Healthcare Technologies Pvt Ltd,LetsDoc Healthcare Technologies Pvt Ltd,https://www.myhealthrecords.ai,Health Tech|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-07-13,,2,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
387,P3,IN-livlong-protection-and-wellness-solutions,Livlong Protection and Wellness Solutions Limited,Livlong Protection and Wellness Solutions Limited,https://livlong.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-09-30,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
388,P3,IN-medical-network-private,MEDICAL NETWORK PRIVATE LIMITED,MEDICAL NETWORK PRIVATE LIMITED,https://www.clinicwala.com,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-05,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
389,P3,IN-marsha-health,MarSha Health,MarSha Health,https://abdm.gov.in/home/www.marshahealth.com,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2021-06-11,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
390,P3,IN-medblocks,Medblocks,Medblocks,https://medblocks.org,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-04-03,2025-04-30,1,True,,2.7,6.7,5,8,8,7,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
391,P3,IN-medibuddy,MediBuddy,MediBuddy,healthid.medibuddy.in,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-08-17,2024-08-31,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
392,P3,IN-medsynapse-ris-pacs,Medsynapse RIS-PACS,Medsynapse RIS-PACS,https://www.medsynaptic.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-08-16,2024-10-18,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
393,P3,IN-meraadhikar,Meraadhikar,Meraadhikar,https://meraadhikar.in/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-06-06,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
394,P3,IN-myclnq,MyCLNQ,MyCLNQ,https://ssivixlab.com ,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-10-17,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
395,P3,IN-mydigi-records,MyDigi Records,MyDigi Records,https://mydigirecords.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-06-27,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
396,P3,IN-nec-software-solution,NEC Software Solution,NEC Software Solution,https://www.necsws.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2021-10-21,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
397,P3,IN-national-health-mission-tamil-nadu,National Health Mission - Tamil Nadu,National Health Mission - Tamil Nadu,https://nhm.tn.gov.in/en,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-11,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
398,P3,IN-nephroplus,NephroPlus,NephroPlus,https://www.nephroplus.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-08-16,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
399,P3,IN-neurobit-innovations-private,Neurobit Innovations Private Limited,Neurobit Innovations Private Limited,https://www.neurobit.com/ndhl,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-10-12,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
400,P3,IN-panscience-ai-healthcare-pvt,Panscience AI Healthcare Pvt Ltd,Panscience AI Healthcare Pvt Ltd,https://www.parchaa.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-11-16,2025-03-31,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
401,P3,IN-paperplane-whatsapp-clinic,Paperplane WhatsApp Clinic,Paperplane WhatsApp Clinic,https://www.paperplanetech.co/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-06-29,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
402,P3,IN-purplebits-infosystems-pvt,Purplebits Infosystems Pvt. Ltd.,Purplebits Infosystems Pvt. Ltd.,http://www.purpleipd.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-07-04,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
403,P3,IN-qure-ai-technologies-private,QURE AI TECHNOLOGIES PRIVATE LIMITED,QURE AI TECHNOLOGIES PRIVATE LIMITED,https://www.qure.ai/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-02-23,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
404,P3,IN-recodeai-digital-solutions-private,Recodeai Digital Solutions Private Limited.,Recodeai Digital Solutions Private Limited.,https://www.claimslens.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-06-23,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
405,P3,IN-redkenko-health-tech-private,Redkenko Health Tech Private Limited,Redkenko Health Tech Private Limited, https://kenkohealth.in/ ,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-12-06,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
406,P3,IN-renatus-meditech-solutions-pvt,Renatus Meditech Solutions Pvt. Ltd,Renatus Meditech Solutions Pvt. Ltd,https://www.embebo.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-03-24,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
407,P3,IN-roojh-india-pvt,Roojh India Pvt Ltd,Roojh India Pvt Ltd,https://www.roojh.com/,Health Tech|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-11-29,2025-03-31,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
408,P3,IN-sehatpro-technologies-private,SEHATPRO TECHNOLOGIES PRIVATE LIMITED,SEHATPRO TECHNOLOGIES PRIVATE LIMITED,https://clinicsoncloud.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-11-12,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
409,P3,IN-telehealth-innovations-foundation,Telehealth Innovations Foundation,Telehealth Innovations Foundation,https://www.telehealthinnovations.org/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-02-01,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
410,P3,IN-univlabs-technologies-pvt,UNIVLABS TECHNOLOGIES PVT LTD,UNIVLABS TECHNOLOGIES PVT LTD,https://univlabs.in,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-11-28,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
411,P3,IN-verraton-health-private,Verraton Health Private Limited,Verraton Health Private Limited,https://verratonhealth.in/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2021-04-22,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
412,P3,IN-yorecare,Yorecare,Yorecare,https://yore.care/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-05-18,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
413,P3,IN-argusoft-medplat,argusoft MEDplat,argusoft MEDplat,https://www.argusoft.com/,Health Tech,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-02-23,2024-12-26,1,True,,2.7,6.7,5,8,8,7,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
414,P3,IN-https-egov-org-in,https://egov.org.in/,https://egov.org.in/,https://egov.org.in/ ,Health Tech,government,India,UNKNOWN,ABDM_REGISTRY,True,2023-07-18,,1,False,,2.7,6.7,5,8,8,5,4.8,3.4,3.5,3.4,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
415,P3,IN-amogh-nsmp-tech-private,AMOGH NSMP TECH PRIVATE LIMITED,AMOGH NSMP TECH PRIVATE LIMITED,https://heydoc.co.in/,PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-05-06,2025-05-14,1,True,,2.5,6.7,5,8,8,7,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
416,P3,IN-adhyanshi-enterprises,Adhyanshi Enterprises,Adhyanshi Enterprises,https://abhvault.com,Health Locker|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-05-06,2025-05-12,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
417,P3,IN-ambula-technologies-pvt,Ambula Technologies Pvt Ltd,Ambula Technologies Pvt Ltd,https://ambula.app ,Health Locker|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-02-10,2024-09-30,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
418,P3,IN-anahat-solutions-pvt,Anahat Solutions Pvt Ltd,Anahat Solutions Pvt Ltd,https://health-e.in/,PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-12-06,2024-11-30,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
419,P3,IN-arogya-setu,Arogya Setu,Arogya Setu,https://www.aarogyasetu.gov.in/,PHR App,government,India,UNKNOWN,ABDM_REGISTRY,True,2022-02-09,,1,False,,2.5,6.7,5,8,8,5,4.8,3.4,3.4,3.3,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
